0 0.321859 0.00345101
1 -1.86605 1.36483
2 1.14533 1.71925
3 1.24138 1.56911
4 0.514133 1.50218
5 -0.0644317 1.83626
6 0.192271 1.52729
7 -1.05188 1.18635
8 1.24813 1.66099
9 0.436155 1.26608
10 3.79601 2.12811
11 3.1686 1.68278
12 1.47391 1.43776
13 0.773215 1.83177
14 0.0993891 1.51316
15 -0.217557 1.76852
16 1.10293 1.34294
17 -0.257546 1.08339
18 -0.297713 1.48364
19 -1.84019 1.50427
20 -0.464744 1.41896
21 0.663746 1.42758
22 2.28924 1.7862
23 0.970254 1.31441
24 0.521239 1.3857
25 -1.34269 1.66113
26 1.64054 1.41946
27 -1.51293 1.76453
28 0.663073 1.58676
29 -0.246764 1.14128
30 -1.47898 1.74924
31 0.906537 1.63739
32 2.59095 1.08981
33 1.05114 2.16113
34 -0.576997 1.08194
35 -3.15214 1.12448
36 -1.22374 1.78435
37 -1.60214 1.60077
38 2.04891 1.55273
39 0.388921 1.65645
40 -2.14646 1.0663
41 -1.3069 1.46344
42 1.41021 1.62726
43 0.280349 1.45321
44 -0.361575 1.5584
45 -0.144135 1.25128
46 0.209698 1.64153
47 4.12428 1.32295
48 -1.71611 1.28956
49 0.904135 1.58457
50 2.01722 1.39091
51 -0.623966 1.60461
52 -1.7571 1.58874
53 0.230158 1.42706
54 -2.14989 1.62506
55 3.18403 1.68679
56 -4.41319 1.86636
57 0.412925 1.54377
58 0.680049 1.42978
59 -1.96827 1.32206
60 -2.96498 1.97831
61 1.03563 1.49102
62 0.196114 1.66208
63 0.0494146 1.42156
64 -1.30958 1.59614
65 -0.0826992 1.87605
66 0.641073 2.03043
67 -1.97787 1.81209
68 0.251513 1.52217
69 -1.97955 1.66332
70 1.38058 1.73873
71 -0.586268 1.76365
72 1.692 1.8948
73 -0.793271 1.61874
74 2.61257 1.96902
75 -0.818265 1.59297
76 1.49632 1.85076
77 -0.500879 1.25457
78 0.123454 1.29353
79 0.2285 1.75344
80 4.68082 1.77845
81 -1.51004 1.18279
82 0.618895 1.34976
83 0.456002 1.31362
84 0.886345 1.44837
85 0.300153 1.87835
86 2.69868 1.30853
87 1.18614 1.57225
88 1.36368 2.07257
89 1.42164 1.39602
90 -1.63738 1.37904
91 0.179921 1.60249
92 2.34942 1.42237
93 -1.63863 1.45214
94 0.463863 1.15116
95 2.25875 1.41368
96 1.28017 1.87427
97 0.834042 1.02096
98 -1.06199 1.48692
99 -0.164365 1.60565
100 2.19815 1.83971
101 -1.73775 1.37713
102 1.12468 1.56816
103 -0.330363 1.11144
104 -0.605525 1.81933
105 1.07753 1.41328
106 0.729846 1.6484
107 0.828948 1.62949
108 -0.163119 1.83017
109 1.26763 1.75696
110 -0.434006 1.45926
111 1.1363 1.31186
112 -2.66096 1.41966
113 2.01184 1.6114
114 0.282338 1.7411
115 0.103294 1.6238
116 2.28646 1.60786
117 0.137504 1.79567
118 -2.90932 1.60241
119 1.70385 1.26257
120 1.66063 1.4583
121 -0.0707359 1.23045
122 0.326259 1.37248
123 -0.820041 1.12344
124 -0.207553 1.16895
125 -2.75241 1.63967
126 0.563937 1.64621
127 -0.64907 1.56579
128 -0.00276597 1.58236
129 -0.650403 1.74205
130 -0.964211 1.37958
131 -1.01284 2.05326
132 0.395287 1.64438
133 -1.20737 1.79235
134 0.433619 1.78994
135 -3.11368 1.41734
136 1.37572 1.7615
137 -2.11737 1.48639
138 2.17872 1.59665
139 0.317637 1.42402
140 -1.81312 1.17186
141 1.68349 0.95735
142 -0.600256 1.60337
143 1.66974 1.28059
144 -0.157041 1.549
145 -1.90364 1.47207
146 -0.291998 1.55015
147 0.685201 1.7484
148 1.42078 1.44287
149 -0.0323526 1.45257
150 0.986531 1.43818
151 1.65377 1.77554
152 -0.947844 1.47291
153 3.12964 1.88842
154 1.81804 1.31138
155 -0.200243 1.41603
156 -2.46519 1.58872
157 1.64461 1.31602
158 -0.920837 1.59036
159 1.99715 1.52372
160 0.978593 1.87824
161 2.39588 1.36949
162 -0.577601 1.2257
163 -1.91906 1.5975
164 -2.55715 1.73166
165 -0.959067 1.55644
166 -2.41852 1.24719
167 -1.63868 1.66147
168 -1.84964 1.31337
169 0.269982 1.46218
170 -0.814077 1.66368
171 2.44191 1.53241
172 -0.333767 1.5801
173 -0.334292 1.78347
174 1.45182 1.33205
175 -1.95954 1.60903
176 2.63775 1.17392
177 0.605487 1.41623
178 0.815431 1.47449
179 0.0923628 0.971434
180 0.0328741 1.51642
181 1.95152 1.73198
182 0.135023 1.5174
183 -2.00786 1.62158
184 -5.62307 1.50018
185 0.193042 1.58606
186 -0.57547 1.08189
187 -0.784222 1.08737
188 0.219836 1.79089
189 0.793475 1.63894
190 -0.786413 1.35833
191 -0.390604 1.48426
192 -0.837203 1.4192
193 1.93327 1.27244
194 1.43799 1.47908
195 2.77523 1.66011
196 -0.722647 1.3687
197 0.130261 1.67752
198 1.12126 1.17249
199 -1.35459 1.70763
200 -1.57826 1.16613
201 -0.134519 1.49113
202 -1.51552 1.49143
203 1.0787 1.10865
204 -2.54266 1.35076
205 0.732612 1.55199
206 2.07988 1.46098
207 -1.75942 1.69394
208 0.643029 1.25295
209 0.135401 1.60802
210 1.05654 1.82239
211 0.62569 1.67273
212 -1.11326 1.70682
213 -3.12864 1.60658
214 -1.39412 1.9631
215 1.7515 1.48436
216 -2.14014 1.19772
217 -1.97469 1.80122
218 3.67426 1.1421
219 0.553214 1.79276
220 -0.328234 1.43439
221 3.35373 1.21976
222 -0.202472 1.90488
223 1.00987 1.47846
224 -1.28769 2.00499
225 3.24696 1.7118
226 -1.49736 1.31762
227 -3.54044 1.76353
228 -0.0990253 1.97872
229 -0.977875 2.12666
230 3.16614 1.80538
231 1.47495 1.90713
232 -0.340216 1.34469
233 -0.189841 1.50007
234 -1.45582 1.90104
235 0.161817 1.69614
236 3.6231 2.1982
237 -0.854337 1.72147
238 2.35608 1.45079
239 -2.18929 1.61039
240 -1.12662 1.87203
241 1.61214 1.65262
242 -0.616213 1.46254
243 0.357924 1.68075
244 -1.19893 1.61608
245 -0.881134 1.64914
246 -0.347077 1.71594
247 0.299912 1.50237
248 -0.167893 1.56783
249 0.290988 1.59541
250 2.46336 1.16925
251 0.0617773 1.3841
252 -0.741946 1.28883
253 4.38473 1.39907
254 -0.57766 1.71437
255 0.341652 1.479
256 -1.86013 1.39717
257 -0.75948 1.42909
258 -1.39323 1.03201
259 -0.49307 1.2005
260 -0.26316 1.38396
261 1.51889 1.89813
262 0.621261 1.57303
263 -2.05892 1.52267
264 4.539 1.8012
265 -0.730044 1.4982
266 1.12697 1.54916
267 1.65194 1.89318
268 3.46219 1.39467
269 -1.16725 1.30509
270 2.20552 1.42579
271 -0.224768 1.46028
272 3.96798 1.56335
273 0.0469934 1.61659
274 1.34128 1.86815
275 -2.14828 1.60926
276 -2.47121 1.1737
277 -2.54664 1.23179
278 1.08897 1.21338
279 2.30597 2.09152
280 0.638694 1.96746
281 -0.0384948 1.57691
282 -0.889249 1.60597
283 -1.84419 1.28256
284 1.22881 1.05549
285 -0.788901 1.31789
286 -2.23708 1.92656
287 1.2925 1.81572
288 2.27559 1.63529
289 1.67656 1.54813
290 -1.53517 1.40681
291 0.90028 1.65527
292 0.373319 1.86415
293 0.339166 1.63383
294 -3.42107 1.29383
295 -1.03278 1.18715
296 2.06245 1.51832
297 0.408745 1.80349
298 0.0933147 2.11027
299 0.323121 0.00476772
