           1   -0.530124   -0.530124           0
           2   -0.435939   -0.483031   0.0470924
           3   -0.530495   -0.498852    0.031457
           4   -0.372282    -0.46721   0.0386785
           5   -0.170777   -0.407923   0.0664267
           6    -0.36751   -0.401188   0.0546538
           7   -0.386118   -0.399035    0.046241
           8   -0.507936   -0.412648   0.0422963
           9   -0.465101   -0.418476   0.0377544
          10   -0.603775   -0.437006   0.0385185
          11   -0.428906   -0.436269   0.0348491
          12   -0.571856   -0.447568   0.0337596
          13   -0.415055   -0.445067   0.0311549
          14   -0.454592   -0.445748   0.0288519
          15   -0.453999   -0.446298   0.0268652
          16   -0.368137   -0.441413   0.0256005
          17   -0.383881   -0.438028   0.0242845
          18   -0.427653   -0.437452   0.0229029
          19   -0.616393    -0.44687   0.0236225
          20   -0.440526   -0.446553   0.0224126
          21   -0.431905   -0.445855     0.02133
          22   -0.536793   -0.449989   0.0207532
          23   -0.367387   -0.446397   0.0201529
          24     -0.4083    -0.44481   0.0193601
          25   -0.522691   -0.447925   0.0188291
          26   -0.354243   -0.444322   0.0184458
          27   -0.335883   -0.440306   0.0181982
          28   -0.448083   -0.440584   0.0175384
          29   -0.475105   -0.441774   0.0169646
          30    -0.42352   -0.441166   0.0164007
          31   -0.389144   -0.439487   0.0159513
          32   -0.517915   -0.441938    0.015638
          33   -0.489545   -0.443381   0.0152253
          34   -0.399839     -0.4421   0.0148261
          35   -0.328282   -0.438848    0.014759
          36    -0.46014    -0.43944   0.0143553
          37   -0.446022   -0.439618   0.0139631
          38   -0.386094   -0.438209   0.0136635
          39   -0.508258   -0.440005   0.0134292
          40   -0.507408    -0.44169   0.0131972
          41   -0.422104   -0.441213   0.0128801
          42   -0.411367   -0.440502   0.0125898
          43   -0.313955   -0.437559   0.0126409
          44   -0.399343    -0.43669   0.0123807
          45   -0.467856   -0.437383   0.0121223
          46   -0.360697   -0.435716   0.0119724
          47   -0.490825   -0.436888   0.0117735
          48   -0.515662    -0.43853   0.0116418
          49    -0.43468   -0.438451    0.011402
          50   -0.403856   -0.437759   0.0111931
          51   -0.505065   -0.439079   0.0110505
          52   -0.347236   -0.437313   0.0109789
          53    -0.44896   -0.437532    0.010772
          54   -0.428228    -0.43736   0.0105721
          55  -0.0350146   -0.430045   0.0126972
          56   -0.438817   -0.430201   0.0124694
          57   -0.425987   -0.430127   0.0122489
          58   -0.411185   -0.429801   0.0120403
          59   -0.475699   -0.430579     0.01186
          60   -0.469759   -0.431232   0.0116789
          61   -0.460347   -0.431709   0.0114958
          62   -0.525578   -0.433223   0.0114097
          63   -0.519087   -0.434586   0.0113096
          64    -0.53789     -0.4362   0.0112479
          65   -0.684301   -0.440017   0.0117129
          66   -0.448248   -0.440142   0.0115347
          67   -0.478116   -0.440709   0.0113754
          68   -0.491287   -0.441452   0.0112315
          69   -0.372261    -0.44045   0.0111129
          70   -0.500366   -0.441306   0.0109864
          71    -0.36876   -0.440284   0.0108786
          72   -0.447375   -0.440382   0.0107269
          73   -0.379275   -0.439545    0.010612
          74   -0.400105   -0.439012   0.0104812
          75    -0.42021   -0.438762   0.0103435
          76   -0.272378   -0.436572   0.0104387
          77   -0.427374   -0.436453   0.0103029
          78   -0.485334   -0.437079   0.0101892
          79   -0.381323   -0.436374   0.0100842
          80   -0.578401   -0.438149   0.0101143
          81   -0.615804   -0.440342   0.0102267
          82   -0.513884   -0.441239   0.0101409
          83   -0.367507   -0.440351   0.0100573
          84   -0.437155   -0.440313  0.00993691
          85   -0.390374   -0.439725  0.00983687
          86   -0.415191    -0.43944    0.009726
          87   -0.470616   -0.439798  0.00962024
          88   -0.560764   -0.441173  0.00960911
          89   -0.389024   -0.440587  0.00951859
          90   -0.443256   -0.440617  0.00941228
          91   -0.569932   -0.442038  0.00941612
          92   -0.449397   -0.442118  0.00931355
          93   -0.365105    -0.44129     0.00925
          94   -0.433183   -0.441203  0.00915147
          95   -0.555226   -0.442404  0.00913383
          96   -0.436638   -0.442344  0.00903839
          97    -0.30782   -0.440957  0.00905159
          98   -0.640358   -0.442991  0.00918691
          99    -0.41513    -0.44271  0.00909799
         100   -0.482206   -0.443105  0.00901521
