15.3558           0
14.9391    0.416624
14.3439    0.642018
13.7897    0.716373
13.9896    0.589799
14.3265     0.58771
14.9898     0.82866
14.6034    0.815017
14.6201     0.71897
14.8199     0.67339
15.0432    0.648741
15.04    0.592225
15.1672    0.559429
15.4407    0.585673
15.3029    0.562369
14.9972    0.608442
15.2269    0.615971
15.0686    0.601917
14.8581    0.607039
14.8517    0.575924
14.8256    0.548431
14.8957     0.52759
14.7714    0.519231
14.989    0.542656
14.9294    0.523895
14.8203    0.515027
14.8078    0.495743
14.8868    0.484199
14.967    0.474038
15.0306    0.462358
14.9972    0.448444
15.0079    0.434337
14.9429    0.425961
14.9967    0.416739
14.8994      0.4162
14.8231    0.411603
14.9048    0.408578
14.8351    0.403754
14.7772    0.397499
14.6863    0.397965
14.7126    0.389031
14.6849    0.380663
14.7436    0.376305
14.8363    0.379168
14.8231     0.37088
14.7718    0.366345
14.8168     0.36128
14.853    0.355522
14.8161    0.350146
14.7847      0.3445
14.7804    0.337704
14.8091    0.332383
14.759    0.329871
14.7703    0.323901
14.7822     0.31818
14.7938    0.312661
14.7946    0.307128
14.7997    0.301829
14.8949    0.311569
14.917    0.307132
14.9207    0.302078
14.9282     0.29726
14.9373    0.292648
14.9632    0.289197
14.9376    0.285861
14.9448    0.281587
14.9499      0.2774
14.935    0.273696
15.0188    0.282405
15.0281    0.278497
15.0504    0.275451
15.0696     0.27228
15.0669    0.268538
15.0559    0.265112
15.0297    0.262864
15.0081    0.260278
15.0275    0.257605
15.0392    0.254553
15.0478    0.251455
15.0083    0.251406
15.0563    0.252876
15.0594    0.249792
15.0486       0.247
15.0377    0.244285
15.019     0.24211
15.021    0.239286
15.0278    0.236618
15.0187    0.234093
14.9968    0.232481
15.0526    0.236568
15.0826    0.235862
15.0978    0.233778
15.051    0.235937
15.0441    0.233514
15.0072     0.23398
14.9887    0.232265
15.0103    0.230875
14.9991    0.228784
14.9675    0.228648
14.9379     0.22828
