6.75303           0
5.45973     1.29329
5.03086    0.861086
5.1826    0.627503
5.35322    0.515138
5.12729     0.47745
4.9701    0.433053
5.11349    0.401511
5.02466    0.365071
5.19638     0.36893
5.18966    0.333777
5.33064    0.335733
5.20509    0.333377
5.0872    0.330393
5.16116    0.316347
5.20013     0.29847
5.16919    0.282066
5.22762    0.272278
5.26652     0.26047
5.30193    0.249627
5.29797    0.237476
5.35298    0.233011
5.38958    0.225637
5.28412    0.240396
5.32642    0.234428
5.36112    0.227888
5.35839    0.219302
5.38589    0.213106
5.34693    0.209284
5.34314    0.202223
5.35482    0.195939
5.35362    0.189721
5.35699    0.183913
5.31833    0.182561
5.34341    0.179033
5.36585    0.175431
5.33838    0.172821
5.34668    0.168416
5.3959    0.171265
5.43521    0.171494
5.3912    0.172951
5.37836    0.169271
5.37587    0.165306
5.35226    0.163223
5.3813    0.162175
5.40227     0.15999
5.35787    0.162723
5.34123    0.160164
5.33166    0.157153
5.34313    0.154405
5.3228    0.152706
5.30953    0.150328
5.31883    0.147757
5.33425    0.145813
5.33422    0.143137
5.35099    0.141554
5.33771    0.139682
5.33915     0.13726
5.33903    0.134913
5.36586     0.13533
5.35132    0.133884
5.34945    0.131721
5.36158     0.13018
5.35763    0.128191
5.35833    0.126205
5.35407    0.124351
5.3384    0.123479
5.34555     0.12186
5.32014     0.12274
5.33385    0.121749
5.34525    0.120562
5.33812    0.119089
5.33733    0.117449
5.35247    0.116836
5.3642    0.115863
5.34842    0.115411
5.34575    0.113934
5.34659    0.112467
5.36281    0.112212
5.35875    0.110875
5.35498    0.109562
5.34797    0.108445
5.34297    0.107246
5.34709    0.106042
5.34816    0.104792
5.34575    0.103595
5.34974    0.102475
5.35058    0.101307
5.35841    0.100468
5.35303   0.0994913
5.33872   0.0994279
5.33586   0.0983827
5.34318   0.0975941
5.34741   0.0966426
5.35036   0.0956656
5.34688   0.0947282
5.34542   0.0937577
5.3359   0.0932839
5.34601   0.0928891
5.36858   0.0946843
