0.103532      0.301649       1.31679
-0.265465       -2.3078      -1.37896
-1.43598     -0.541669    -0.0113442
0.240181     -0.521004     -0.441297
0.572019      0.932639      0.129033
0.385819     -0.882018      0.230466
1.45867       1.46081      0.640463
-0.673414      0.886233    -0.0565753
-0.769846      -1.11379      0.256894
0.0945422      -1.02347       2.36671
-0.859766        0.9265      0.370324
-0.939742      -1.56592     -0.390261
-0.107741       1.21411      0.361738
0.210686     -0.270536     0.0600327
0.011297       0.39964     -0.417757
-0.743747      0.901474     -0.228134
-0.92673     -0.168913      -1.22578
-0.31725      0.688555     -0.743546
-1.14647     -0.399008      0.372982
-0.340453      0.977766     -0.432202
-0.0841542      0.116174     -0.128896
1.49589     -0.679574       2.11553
-1.76993     -0.739025      -1.31217
0.02502      0.266352    -0.0806197
-1.13812     -0.737149        1.5467
1.03565      0.745163     -0.292195
0.377559      0.411501     -0.194191
-0.449235      0.938566     -0.184288
-1.06635     -0.670761      -1.22055
-0.257245      0.454961       1.17916
-1.43425      -1.55492      -1.58753
1.13515     -0.390588     -0.215906
-0.919867       1.00343      0.299392
-0.823861       1.58231      0.283159
-0.50023       0.67411      0.464979
1.92066      0.219412      0.360166
0.151772     -0.790168      -1.80515
0.528979      0.209818      0.221017
-0.673085     -0.735587        1.1746
1.1247     0.0128084       1.30166
0.568959      0.357998      0.249352
0.90788     -0.427007      0.280972
-0.74502     -0.186252       0.48614
0.659943      0.397138      0.232544
-0.441262      0.779974      0.812094
1.78274      0.560876      0.719237
1.00189     -0.264448       1.99371
-0.754593    -0.0173376     -0.886064
0.0640246     -0.577203      0.536577
0.277395       0.40797     -0.722982
-2.21178       1.12699     0.0567037
0.0705179      0.174495     -0.559466
1.00609       0.53445       1.26614
-0.785657     -0.830805     -0.979743
-0.0362856      0.648275        0.2457
0.898822       1.99945      0.423857
1.71423    -0.0740289       1.39182
0.64054      -0.54847       1.91141
-1.21076       1.04969      -1.38038
1.36465   0.000304296       1.97061
-0.126166    -0.0194351     0.0880654
-0.0943955      0.626227       1.98235
-0.0851609      0.678607       1.63316
0.934967      0.443131      0.739711
0.533298     -0.280013     -0.659486
-0.949786      -2.50772       2.33608
-1.71052        1.4258     -0.221963
0.889472     0.0312924       1.03439
-0.947914     -0.706975     -0.492881
-1.87783     -0.104642       1.25169
-2.32281      -1.89644       2.98889
