4.96379      -1.08991      -2.88903
0.846774       3.76791      -3.35439
0.58226      0.934403      -3.53339
-2.67249      -3.82994       4.93073
1.10874       1.20825       -6.1415
0.74961     -0.362576      -3.64179
0.791385      0.928855      -3.57989
-4.32551       1.31734       -1.6259
-1.55519       2.57699      -3.50559
-0.581554      0.285914      -1.28482
-2.76127      -1.11181       1.37138
2.06619       5.81829      -3.13048
1.82393    -0.0465484      -4.02356
-2.0725     0.0754819       5.30862
-0.692984      -3.92843      -3.61131
0.627274      0.246787       4.17903
-1.4224       1.94335      -1.05484
0.419495      0.544398       2.94327
-0.873287      -1.11174      -5.87223
1.07569       2.06116       2.61769
-1.52977       -3.3854       3.16479
-0.031395      -3.91423      -6.63403
1.04191       1.51542       2.21407
-4.24587      -1.91264      -3.76266
-5.58454       4.02717       5.50184
0.408739       1.57172         -7.18
2.66201      0.267534       3.14629
3.54371       -6.2081       4.18241
-0.587997        0.2793       -2.8814
3.74557     -0.499581       3.62739
1.03093       1.10452      -1.90651
-2.58797      -4.48657      -6.05023
-2.77089       3.39089      -3.83572
-7.51669     0.0769154      -4.74568
0.491113      -4.11388      -3.79839
3.06809       1.43728       5.87611
-0.364351       1.02498      -6.83432
-1.00683      -1.54148       2.48521
2.17241      -2.56033      -2.66824
-0.393976       0.14124       -2.7752
-0.851573         4.444      -2.02846
-0.174975      -0.85405        4.3116
-2.14382     -0.304079      -4.53473
-2.61095      0.514228       3.60923
5.19716      0.416365      -5.91989
-3.0526     0.0203921        1.0232
1.65735      0.611009       5.56767
-0.151649     -0.249384      -4.63934
0.631023     -0.500752       -1.3043
0.402128     -0.337069       2.46532
-1.06903       1.82273       3.92063
6.69215       6.25802       -3.6575
-2.96059      -1.32643       2.95533
1.66931     -0.534168       1.79304
-0.990689       -3.9873       1.61711
1.24443      0.761721       2.42751
-0.0249813      -1.05524       -4.0612
-1.80765     -0.580034       -1.4456
-2.17759       4.35943      -9.40286
0.701905      -0.87494      -1.08229
-0.841881      -2.89079       2.24681
-0.251057       0.26546       1.69981
-1.25682       0.24831       1.74848
-1.80026     -0.529316      -1.51275
0.566406      0.148225       1.48272
-5.63703       2.03513      -5.48979
0.353187     -0.689693       -5.5043
-1.91415     -0.204504      -3.91674
3.79658       1.51743       -3.7707
-3.3664      0.922438      -4.21093
-1.90111     -0.264247      -2.85051
-2.68605        3.8819        1.0568
-0.771511      0.715901      -2.15998
1.82988      -1.45466      -4.12137
1.19775      0.786847       2.15678
0.367437      -2.50785      -4.94232
-2.25711      0.404777       -2.3461
0.0513059    -0.0497915      -2.85555
-0.959233      -2.93399      -7.30423
-5.36713       2.92864       6.49165
0.905862       0.47859       3.47491
2.19709      -3.01653       2.88361
-0.611743        1.8342      -3.30121
-2.56252     0.0951021      -2.01634
1.38216      0.401588       4.50675
0.186351     -0.643538      -3.77843
0.719197       2.21868      -3.32714
-2.93207       -1.4331       9.63534
4.55832        3.0434       7.63761
-1.31556      -2.54218       7.33608
0.469012      -3.01623       5.47864
4.13996      -5.08594       4.09109
1.1901      -2.80174      -4.59668
0.104131     -0.139479       2.24177
0.71186      -2.52997      -6.84334
-1.33772      0.526691      -3.15801
-0.91142       -2.8523      -2.62682
0.771879      -1.18679       4.40254
-0.527865      -2.02097      -2.83027
-6.56597       1.30244      -2.15654
-2.81466      0.299859       1.56869
0.313758      -1.64858      -2.70209
-1.94605      -4.69063      -2.34917
3.71752       1.49082      -6.38171
-1.38914      -3.20387      -5.07422
-0.667688      -1.32793      -2.06796
-0.372996      -1.87456      -5.72963
0.866492       2.67132        1.1775
1.10225     -0.118139       1.55625
-0.879929      -2.02871       3.37369
3.32658       2.98204       3.29869
-5.5452      -1.48166       4.04712
2.31416      -2.04072       2.43558
0.722638      0.978666      -2.10757
1.57272      -3.50153      -7.92192
0.273754      -3.72377       1.03118
-1.78392       1.17058      -2.15421
1.02211       3.45638       7.51175
-2.01079      0.902752       1.90399
1.65559      0.392542        3.9381
2.47802      -2.71536      -1.48436
0.710146      0.455422      -2.22047
1.78532      -1.01049      -5.61463
3.28563      0.666901      -5.45327
3.83493      -1.21394      -2.17867
-1.81771      -3.08653       -2.9228
-0.544886      -2.31377       6.66309
-0.563901       2.41524       9.67603
-0.342992     -0.720995      -1.67822
-4.34602       1.78445       5.70007
-0.675872      -1.11065      -6.80622
2.14742       3.65195      -2.10495
0.68379       1.51563       5.39415
-0.157819     -0.734121      -3.52188
-2.978       1.06499      -2.96933
2.58072     -0.488698      -3.32323
-0.245657      0.610119       3.84437
-0.786546     -0.980339      -8.06338
-4.48762     -0.263691      -5.86617
2.09874     -0.680036        1.4881
-1.28426       1.02505     -0.706401
2.32434      -1.55142      -6.03792
-1.91916      0.736508       1.39041
-0.0807787       2.57552       3.47233
-2.22469    -0.0421424      -2.35497
-0.138998     -0.859659      -1.64215
0.0429883      0.928695       1.31945
0.491365      0.320034       2.03083
1.42562      -1.84797      -2.18756
-4.58782      -1.07501      -5.06817
-0.814817      0.916382      -4.91278
0.676053      -1.02963       3.59526
3.51441     -0.656573       -2.3265
-1.03411       1.73207      -3.71202
-0.29727      -2.23204      -2.30695
-1.75823      -7.95001      -5.47371
-10.7343       2.11484        11.211
1.59424       1.48845      -4.65746
-0.343574        1.4688      -4.32488
1.27644       1.11254     -0.828316
0.656732      -3.65977      -3.54649
3.53121      -2.64096      -2.12654
1.61204       3.23477       -3.4041
0.389106       2.20952       3.28612
-3.55239      0.139935       2.40526
1.96763      -1.35007      -4.26611
-0.0594498     -0.666318       3.94312
-0.919279       2.61444       1.96993
5.64784      0.726835      -2.20779
-0.209645     -0.682692       -1.9095
2.65788      -1.62303      -2.34762
4.60156       3.45848       4.43492
1.90598       0.38148       -1.6297
2.37391      -0.58758       3.08397
-1.44632      0.720776       5.62275
0.692561     -0.644687       2.71608
1.5452      -1.09283      0.156321
-1.30684       4.77041       1.01699
-1.49504       1.05657        2.5325
-0.58091       4.47043      -4.65501
2.0158     0.0752029        4.4264
-1.57258      -1.18491      -2.05038
2.43224       1.55847       3.72002
-0.220219      0.458069       0.95851
0.358355       2.48554      -5.15728
0.282899      -2.08073      -3.33057
5.11092       -2.2619      -12.5734
5.19141     -0.583611       -1.0744
-0.649689      -3.97841      -8.05169
2.24796      -4.31737       2.29174
0.588961      0.519046      -6.66484
0.887731      -1.20158       4.64214
-2.74594      -1.54568       2.18356
1.50122       5.05273      -4.21542
1.37245       0.40893      -1.67429
0.299962       2.89745      -9.07322
0.740452       1.74909       2.84796
1.14473       1.97187      -5.02347
-1.61301      0.410944      -2.44646
-2.56169       3.39651      -2.46897
0.658857       1.50626        1.7604
3.09613       -1.8662       5.41557
0.904401       4.04337      -2.22412
2.21832      -1.58553      -2.72413
-1.13439      -3.15815      -6.14282
0.852598      0.290523       9.93327
-5.78159       1.10753      -2.49068
0.783909     -0.113365      -1.11946
-0.730658     -0.720105      -4.65407
1.93575     -0.588662       3.43384
-0.821689      0.671239       -1.9883
2.3695       -3.5471       4.63367
0.201769       4.13898       2.31186
0.0750327      0.979627       2.13131
