-0.832092    0.554637
-0.75808    0.652161
-0.0135474    0.999908
0.00371557    0.999993
-0.0417242    0.999129
-0.0457706    0.998952
-0.0564068    0.998408
-0.257007    0.966409
-0.441534    0.897245
-0.484213     0.87495
-0.533686    0.845682
-0.54778    0.836622
-0.663351    0.748309
-0.732392    0.680883
-0.754701    0.656069
-0.870714    0.491789
-0.894478    0.447111
-0.965397    0.260786
-0.964115   -0.265484
-0.957725   -0.287686
-0.951432   -0.307859
-0.893041   -0.449975
-0.827986   -0.560749
-0.803571   -0.595209
-0.776446   -0.630184
-0.681482   -0.731835
-0.660164   -0.751121
-0.613414   -0.789761
-0.572297   -0.820047
-0.521464   -0.853273
-0.337669   -0.941265
-0.261299   -0.965258
-0.092985   -0.995668
-0.0114806   -0.999934
0.0917158   -0.995785
0.143669   -0.989626
0.160937   -0.986965
0.144877    -0.98945
0.166357   -0.986066
0.169834   -0.985473
0.360274   -0.932847
0.512095   -0.858929
0.509307   -0.860585
0.508103   -0.861296
0.673133   -0.739521
0.68001   -0.733203
0.810967   -0.585091
0.879751   -0.475435
0.940534     -0.3397
0.989221   -0.146431
0.863731    0.503953
0.837711    0.546114
0.626571    0.779364
0.552096    0.833781
0.531528    0.847041
0.459299    0.888282
0.426846    0.904325
0.410058    0.912059
0.372012    0.928228
0.35676    0.934196
0.312037     0.95007
0.303909    0.952701
0.233619    0.972328
0.154538    0.987987
